0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,0.000000000000000000e+00
4.166666666666666435e-02,0.000000000000000000e+00
6.250000000000000000e-02,0.000000000000000000e+00
8.333333333333332871e-02,-5.029800484455638765e-01
1.041666666666666574e-01,-1.504323248140019498e+00
1.250000000000000000e-01,-2.414867230876426074e+00
1.458333333333333148e-01,-2.629944923020145264e+00
1.666666666666666574e-01,-1.720222742236175772e+00
1.875000000000000000e-01,-1.197564350096775865e+00
2.083333333333333148e-01,-1.560830664624611286e+00
2.291666666666666574e-01,-2.861363737322843992e+00
2.500000000000000000e-01,-2.853277211587724072e+00
2.708333333333333148e-01,-2.050227322913434680e+00
2.916666666666666297e-01,-1.125431423883803461e+00
3.125000000000000000e-01,-8.931162397348224591e-01
3.333333333333333148e-01,-1.135984653731565430e+00
3.541666666666666297e-01,-1.777050134217026844e+00
3.750000000000000000e-01,-1.161853482881986199e+00
3.958333333333333148e-01,-5.560409137574769955e-01
4.166666666666666297e-01,2.768680430242512203e-02
4.375000000000000000e-01,5.823800107541665660e-01
4.583333333333333148e-01,1.105967835910219632e+00
4.791666666666666297e-01,1.601114767481468526e+00
5.000000000000000000e-01,2.074674655423674796e+00
5.208333333333332593e-01,2.499243419255919196e+00
5.416666666666666297e-01,2.348394441073402561e+00
5.625000000000000000e-01,2.131027002639594770e+00
5.833333333333332593e-01,1.845433270751566823e+00
6.041666666666666297e-01,1.982465673547034068e+00
6.250000000000000000e-01,1.591085333721161010e+00
6.458333333333332593e-01,2.030272909150530047e-01
6.666666666666666297e-01,-3.686343338308119971e-02
6.875000000000000000e-01,5.867911813299691026e-01
7.083333333333332593e-01,1.298633252442059849e+00
7.291666666666666297e-01,1.716304910033345621e+00
7.500000000000000000e-01,9.108645811137333625e-01
7.708333333333332593e-01,-4.113517708492933633e-01
7.916666666666666297e-01,2.865619779953306745e-01
8.125000000000000000e-01,-4.898730645841332665e-01
8.333333333333332593e-01,-1.414091958260153437e+00
8.541666666666666297e-01,-1.146609206726935115e+00
8.750000000000000000e-01,-2.570913204409789321e-01
8.958333333333332593e-01,-1.343171504706721087e-01
9.166666666666666297e-01,5.100945556562553468e-02
9.375000000000000000e-01,-1.558231494375999837e+00
9.583333333333332593e-01,-2.856004411920878283e+00
9.791666666666666297e-01,-3.433689781683039843e+00
1.000000000000000000e+00,-2.542754913827780960e+00
1.020833333333333259e+00,-1.657512741565812631e+00
1.041666666666666519e+00,-7.962648354845897058e-01
1.062500000000000000e+00,3.113742562040233697e-02
1.083333333333333259e+00,8.223170412067479784e-01
1.104166666666666519e+00,1.578062343505210352e+00
1.125000000000000000e+00,2.347752997156931531e+00
1.145833333333333259e+00,3.221892830042011546e+00
1.166666666666666519e+00,3.366411899827979948e+00
1.187500000000000000e+00,3.530511837932673203e+00
1.208333333333333259e+00,3.754600810081477835e+00
1.229166666666666519e+00,3.637398575689512636e+00
1.250000000000000000e+00,3.518486908668065016e+00
1.270833333333333259e+00,2.490011376816246180e+00
1.291666666666666519e+00,1.223952442093038329e+00
1.312500000000000000e+00,1.525607737898602378e+00
1.333333333333333259e+00,1.961595729824954670e+00
1.354166666666666519e+00,2.749664080030920665e+00
1.375000000000000000e+00,2.741106831753654216e+00
1.395833333333333259e+00,1.691891081469591329e+00
1.416666666666666519e+00,5.005863680950437544e-01
1.437500000000000000e+00,1.102604268850468916e+00
1.458333333333333259e+00,1.051794268870906990e+00
1.479166666666666519e+00,5.546655092480394789e-01
1.500000000000000000e+00,-4.504969119142538947e-01
1.520833333333333259e+00,7.212636350819312536e-02
1.541666666666666519e+00,9.678986307647332588e-01
1.562500000000000000e+00,9.691820892265939902e-01
1.583333333333333259e+00,3.130513882606041909e-01
1.604166666666666519e+00,1.735942858735635141e-01
1.625000000000000000e+00,8.829482450026195917e-01
1.645833333333333259e+00,1.799310292393928146e+00
1.666666666666666519e+00,1.923911055745415100e+00
1.687500000000000000e+00,1.674200623840306434e+00
1.708333333333333259e+00,2.160600789449570236e+00
1.729166666666666519e+00,1.863135685052693002e+00
1.750000000000000000e+00,2.461203996839796293e+00
1.770833333333333259e+00,2.794696150520855404e+00
1.791666666666666519e+00,1.700054864818061784e+00
1.812500000000000000e+00,9.991991404557851730e-01
1.833333333333333259e+00,1.130850635535316062e+00
1.854166666666666519e+00,1.340879981699632850e+00
1.875000000000000000e+00,1.623021555414334349e+00
1.895833333333333259e+00,2.353649483095586969e+00
1.916666666666666519e+00,3.636182708586529255e+00
1.937500000000000000e+00,3.318575653271055526e+00
1.958333333333333259e+00,2.013163950274198033e+00
1.979166666666666519e+00,7.650419480065420164e-01
2.000000000000000000e+00,-1.182520143306423355e-01
2.020833333333333037e+00,4.758321579707985860e-01
2.041666666666666519e+00,1.537190447804053006e+00
2.062500000000000000e+00,8.539132012488130918e-01
2.083333333333333037e+00,-7.114880170079856958e-03
2.104166666666666519e+00,4.728382876967232029e-01
2.125000000000000000e+00,6.521012972559034893e-01
2.145833333333333037e+00,-3.415326505491013132e-01
2.166666666666666519e+00,5.243576713142144019e-01
2.187500000000000000e+00,1.409143192283548895e+00
